V1,V2
GTF2B,POU3F2
GTF2B,NR2F1
GTF2B,CLEC5A
GTF2B,MAPK1
GTF2B,FOXF2
GTF2B,CREBBP
GTF2B,NCOA1
GTF2B,NCOA3
GTF2B,NOTCH3
GTF2B,PRAME
GTF2B,DLK1
GTF2B,MAGEC2
GTF2B,FXYD1
GTF2B,HIST1H2AM
GTF2B,GADD45B
GTF2B,CNN1
GTF2B,HIST1H2BO
GTF2B,KIF2C
GTF2B,HIST1H3H
GTF2B,KISS1R
GTF2F1,JUN
GTF2F1,MYC
GTF2F1,SRF
GTF2F1,TAF1
GTF2F1,YY1
GTF2F1,CREB1
GTF2F1,ATF2
GTF2F1,AR
GTF2F1,MAPK1
GTF2F1,PRAME
GTF2F1,GNAZ
GTF2F1,DLK1
GTF2F1,HIST1H2AM
GTF2F1,HIST1H2BO
BRF1,IRF1
BRF1,TBP
BRF1,TFAP2A
BRF1,TFAP2C
BRF1,YY1
BRF1,TP53
BRF1,PPARG
BRF1,TFAP4
BRF1,POU3F2
BRF1,MIF
BRF1,MAPK1
BRF1,ARNT
BRF1,AHR
BRF1,RB1
BRF1,PRAME
HDAC2,MAX
HDAC2,MEF2C
HDAC2,MXI1
HDAC2,MYC
HDAC2,NFE2
HDAC2,RFX5
HDAC2,SP1
HDAC2,BRCA1
HDAC2,STAT3
HDAC2,TCF12
HDAC2,USF1
HDAC2,YY1
HDAC2,SETDB1
HDAC2,TP53
HDAC2,STAT5A
HDAC2,RELA
HDAC2,MZF1
HDAC2,CLEC5A
HDAC2,MAPK1
HDAC2,HLF
HDAC2,HDAC1
HDAC2,RB1
HDAC2,SMYD1
HDAC2,PRAME
HDAC2,CDC20
HDAC2,CDKN1A
HDAC2,APC2
HDAC2,GNAZ
HDAC2,DLK1
HDAC2,P2RX6
HDAC2,NMU
HDAC2,CSAG1
HDAC2,EPO
HDAC2,HEPACAM
HDAC2,FZD2
HDAC2,FGF21
HDAC2,MYEOV
HDAC2,ITIH2
HDAC2,MAGEA2
HDAC2,MAGEA3
HDAC2,MAGEB2
HDAC2,FXYD1
HDAC2,BUB1
HDAC2,AOC3
HDAC2,RECQL5
HDAC2,HSPB6
HDAC2,COMP
HDAC2,PDE1C
HDAC2,PHB
HDAC2,RTBDN
HDAC2,IGF1
HDAC2,TOP2A
HDAC2,HBA2
HDAC2,GMPS
HDAC2,CDH1
HDAC2,HBA1
FOXA1,FOXA2
FOXA1,HNF4A
FOXA1,HNF4G
FOXA1,MEF2A
FOXA1,MYC
FOXA1,NFE2
FOXA1,PAX5
FOXA1,POU2F2
FOXA1,POU5F1
FOXA1,RAD21
FOXA1,RXRA
FOXA1,BRCA1
FOXA1,TCF4
FOXA1,ZEB1
FOXA1,TFAP2A
FOXA1,NR2C2
FOXA1,XRCC4
FOXA1,STAT5A
FOXA1,CREB1
FOXA1,SMAD3
FOXA1,POU2F1
FOXA1,MYB
FOXA1,LEF1
FOXA1,HNF1A
FOXA1,AR
FOXA1,VSX2
FOXA1,TGIF1
FOXA1,POU3F3
FOXA1,POU3F2
FOXA1,POU3F1
FOXA1,PBX1
FOXA1,PATZ1
FOXA1,NR2F2
FOXA1,NFE2L1
FOXA1,HLF
FOXA1,FOXC1
FOXA1,CDC5L
FOXA1,ATF6
FOXA1,ALX1
FOXA1,HDAC1
FOXA1,HES1
FOXA1,NOTCH3
FOXA1,PRAME
FOXA1,FRAT1
FOXA1,CDKN1A
FOXA1,DLK1
FOXA1,NMU
FOXA1,CSAG1
FOXA1,FZD2
FOXA1,MYEOV
FOXA1,APOB
FOXA1,ITIH2
FOXA1,MAGEA2
FOXA1,MAGEA3
FOXA1,MAGEB2
FOXA1,MSH2
FOXA1,FXYD1
FOXA1,RBP4
FOXA1,BUB1
FOXA1,CDC42BPA
FOXA1,RECQL5
FOXA1,PIK3CA
FOXA1,RRM2
FOXA1,CCNE2
FOXA1,RET
FOXA1,GMPS
FOXA1,EXO1
FOXA1,WNT2B
FOXA1,ECT2
FOXA1,MAGEA6
FOXA1,PCK1
FOXA1,AXIN2
FOXA1,B3GALT1
FOXA1,CDH1
FOXA1,MS4A7
FOXA1,CGA
FOXA1,ASPA
FOXA1,ERBB2
FOXA1,S100P
FOXA1,FRAT2
FOXA1,ADIPOQ
FOXA2,HNF4A
FOXA2,JUN
FOXA2,JUND
FOXA2,MAX
FOXA2,NFE2
FOXA2,RAD21
FOXA2,BRCA1
FOXA2,USF1
FOXA2,MAFK
FOXA2,CCNT2
FOXA2,STAT5A
FOXA2,SMAD3
FOXA2,POU2F1
FOXA2,PAX6
FOXA2,MYB
FOXA2,HNF1A
FOXA2,EGR3
FOXA2,TGIF1
FOXA2,TCF7L2
FOXA2,PBX1
FOXA2,NR2F2
FOXA2,NFE2L1
FOXA2,MZF1
FOXA2,LMO2
FOXA2,HLF
FOXA2,FOXC1
FOXA2,ATF6
FOXA2,ARNT
FOXA2,AHR
FOXA2,HDAC1
FOXA2,NCOA1
FOXA2,NOTCH3
FOXA2,PRAME
FOXA2,FRAT1
FOXA2,CDKN1A
FOXA2,DLK1
FOXA2,NMU
FOXA2,CSAG1
FOXA2,FZD2
FOXA2,MYEOV
FOXA2,APOB
FOXA2,ITIH2
FOXA2,MAGEA2
FOXA2,MAGEA3
FOXA2,MAGEB2
FOXA2,MSH2
FOXA2,RBP4
FOXA2,BUB1
FOXA2,CDC42BPA
FOXA2,RECQL5
FOXA2,HSD17B6
FOXA2,FZD3
FOXA2,RRM2
FOXA2,HBA2
FOXA2,GMPS
FOXA2,EXO1
FOXA2,WNT2B
FOXA2,GRB2
FOXA2,ECT2
FOXA2,MAGEA6
FOXA2,PCK1
FOXA2,AXIN2
FOXA2,B3GALT1
FOXA2,CDH1
FOXA2,MSMB
FOXA2,ASPA
FOXA2,ERBB2
FOXA2,S100P
FOXA2,FRAT2
FOXA2,HBA1
FOXA2,EGLN1
FOXA2,DPP6
HNF4A,HNF4G
HNF4A,JUND
HNF4A,MXI1
HNF4A,MYC
HNF4A,NFE2
HNF4A,BCL11A
HNF4A,REST
HNF4A,BCL3
HNF4A,RXRA
HNF4A,SMARCB1
HNF4A,SP1
HNF4A,BRCA1
HNF4A,SREBF2
HNF4A,STAT2
HNF4A,TAL1
HNF4A,TBP
HNF4A,TCF4
HNF4A,TCF12
HNF4A,NR2C2
HNF4A,CCNT2
HNF4A,TP53
HNF4A,STAT5A
HNF4A,SMAD4
HNF4A,SMAD3
HNF4A,MYB
HNF4A,LEF1
HNF4A,HNF1A
HNF4A,CEBPA
HNF4A,ATF4
HNF4A,ATF2
HNF4A,TLX2
HNF4A,TGIF1
HNF4A,TCF7L2
HNF4A,TCF7L1
HNF4A,TCF3
HNF4A,RREB1
HNF4A,POU3F2
HNF4A,PATZ1
HNF4A,NR2F2
HNF4A,NR2F1
HNF4A,MIF
HNF4A,FOXO1
HNF4A,E2F5
HNF4A,DDIT3
HNF4A,CUX1
HNF4A,CREBBP
HNF4A,HDAC1
HNF4A,MYT1
HNF4A,NCOA1
HNF4A,NOTCH3
HNF4A,UHRF1
HNF4A,CES1
HNF4A,CDKN1A
HNF4A,APC2
HNF4A,GNAZ
HNF4A,DLK1
HNF4A,NMU
HNF4A,CSAG1
HNF4A,FZD2
HNF4A,MYEOV
HNF4A,APOB
HNF4A,MAGEA2
HNF4A,MAGEA3
HNF4A,MAGEB2
HNF4A,FXYD1
HNF4A,BUB1
HNF4A,CDC42BPA
HNF4A,RECQL5
HNF4A,RPS6KB2
HNF4A,G0S2
HNF4A,DTL
HNF4A,TNXB
HNF4A,CA9
HNF4A,RTBDN
HNF4A,NQO2
HNF4A,NXPH1
HNF4A,TOP2A
HNF4A,RDH16
HNF4A,NEK2
HNF4A,HIST1H3H
HNF4A,HBA2
HNF4A,GMPS
HNF4A,FANCC
HNF4A,PMS2
HNF4A,TFR2
HNF4A,TNFSF11
HNF4A,HTR1D
HNF4A,FZD5
HNF4A,DES
HNF4A,CSNK1A1
HNF4A,MAGEA6
HNF4A,PCK1
HNF4A,B3GALT1
HNF4A,CYP1A1
HNF4A,ASPA
HNF4A,ERBB2
HNF4A,SGK2
HNF4A,NRAS
HNF4A,HBA1
HNF4A,DPP6
HNF4A,WNT9B
HNF4A,SPDYC
HNF4A,PLIN4
HNF4A,PLIN1
HNF4A,HSD17B13
HNF4A,GYS2
HNF4A,GPD1
HNF4A,CPA2
HNF4A,CLDN19
HNF4A,ADH4
HNF4A,CYP3A4
HNF4A,CYP2B6
HNF4G,NFE2
HNF4G,BRCA1
HNF4G,TBP
HNF4G,STAT5A
HNF4G,MYB
HNF4G,HNF1A
HNF4G,NR2F2
HNF4G,MEIS1
HNF4G,HOXA9
HNF4G,HDAC1
HNF4G,NOTCH3
HNF4G,APC2
HNF4G,NMU
HNF4G,CSAG1
HNF4G,FZD2
HNF4G,MYEOV
HNF4G,APOB
HNF4G,MAGEA2
HNF4G,MAGEA3
HNF4G,MAGEB2
HNF4G,BUB1
HNF4G,CDC42BPA
HNF4G,RECQL5
HNF4G,HBA2
HNF4G,TNFSF11
HNF4G,PCK1
HNF4G,HBA1
HSF1,JUN
HSF1,MAX
HSF1,MXI1
HSF1,MYC
HSF1,NFKB1
HSF1,SMARCA4
HSF1,BRCA1
HSF1,STAT1
HSF1,TAF1
HSF1,TAF7
HSF1,TBP
HSF1,ZEB1
HSF1,TFAP2A
HSF1,NR2C2
HSF1,USF1
HSF1,TP53
HSF1,RELA
HSF1,RFX1
HSF1,CLEC5A
HSF1,MIF
HSF1,MAPK3
HSF1,CREBBP
HSF1,ARNT
HSF1,SMYD1
HSF1,CDKN1A
HSF1,VIT
HSF1,NAT1
HSF1,HSD17B6
HSF1,CENPA
HSF1,BMPR1B
HSF1,NEK2
HSF1,DES
HSF1,TRDN
HSF1,NEIL3
HSF1,FHL1
HSF1,POLK
IRF1,MEF2C
IRF1,ATF3
IRF1,NFKB1
IRF1,NFYA
IRF1,NFYB
IRF1,BCL11A
IRF1,STAT1
IRF1,STAT2
IRF1,STAT3
IRF1,TCF4
IRF1,TFAP2A
IRF1,TFAP2C
IRF1,TP53
IRF1,RELA
IRF1,ELK1
IRF1,CREB1
IRF1,STAT6
IRF1,STAT4
IRF1,PAX6
IRF1,MYB
IRF1,AR
IRF1,TGIF1
IRF1,NFYC
IRF1,MAPK1
IRF1,FOXO4
IRF1,E2F3
IRF1,CREBBP
IRF1,ARNT
IRF1,AHR
IRF1,SIX3
IRF1,PRAME
IRF1,CDKN1A
IRF1,DLK1
IRF1,FGF21
IRF1,FXYD1
IRF1,HSPB6
IRF1,SORBS1
IRF1,PIK3R1
IRF1,GDF10
IRF1,DLL1
IRF1,CXCL11
IRF1,FEZF2
IRF1,LIN9
IRF1,CDK4
IRF1,MMP9
IRF1,TRPM3
IRF1,TGFB3
IRF1,PPP1R1A
IRF1,MYH1
IRF1,KCNE1
IRF1,CXCL10
IRF3,IRF4
IRF3,MYC
IRF3,SP1
IRF3,SP2
IRF3,SRF
IRF3,ZEB1
IRF3,USF1
IRF3,RELA
IRF3,NFIC
IRF3,RFX1
IRF3,IRF7
IRF3,CREBBP
IRF3,CXCL11
IRF3,CENPA
IRF3,TOP2A
IRF3,UBE2C
IRF3,SHC1
IRF3,CXCL10
IRF4,JUN
IRF4,JUND
IRF4,MAX
IRF4,MYC
IRF4,NFKB1
IRF4,BCL11A
IRF4,POU2F2
IRF4,PRDM1
IRF4,SPI1
IRF4,STAT1
IRF4,STAT2
IRF4,BCLAF1
IRF4,RELA
IRF4,STAT6
IRF4,REL
IRF4,POU2F1
IRF4,MAPK1
IRF4,HLF
IRF4,FOXO4
IRF4,FOXO3B
IRF4,FOXO3
IRF4,FOXO1
IRF4,ASCL1
IRF4,NCOA3
IRF4,CEACAM5
IRF4,CEACAM6
IRF4,PPM1D
IRF4,RECQL5
IRF4,A2ML1
IRF4,CASP14
IRF4,IGFL3
IRF4,MMP10
IRF4,DLK2
JUN,JUND
JUN,MEF2A
JUN,MEF2C
JUN,MXI1
JUN,MYC
JUN,ATF3
JUN,NFE2
JUN,NFYA
JUN,RFX5
JUN,BCL3
JUN,SMARCB1
JUN,SP1
JUN,SPI1
JUN,BRCA1
JUN,SREBF1
JUN,SREBF2
JUN,STAT1
JUN,STAT2
JUN,STAT3
JUN,TAF1
JUN,TBP
JUN,TCF4
JUN,ZEB1
JUN,TCF12
JUN,MAFK
JUN,FOSL1
JUN,BHLHE40
JUN,TP53
JUN,STAT5A
JUN,RELA
JUN,CREB1
JUN,STAT6
JUN,STAT4
JUN,SMAD4
JUN,SMAD3
JUN,REL
JUN,PAX6
JUN,NFKB2
JUN,NFIC
JUN,MYB
JUN,LEF1
JUN,ATF4
JUN,ATF2
JUN,ATF1
JUN,AR
JUN,WT1
JUN,TOPORS
JUN,TGIF1
JUN,TCF7L2
JUN,TCF7L1
JUN,TCF7
JUN,TCF3
JUN,SOX9
JUN,SOS2
JUN,RFX1
JUN,PGR
JUN,NFIL3
JUN,NFE2L1
JUN,MAPK3
JUN,MAPK1
JUN,LMO2
JUN,KLF12
JUN,HOXA9
JUN,HLF
JUN,FOXC1
JUN,FOSB
JUN,ESR2
JUN,DDIT3
JUN,CTNNB1
JUN,CREBBP
JUN,BACH1
JUN,ARNT
JUN,GATA4
JUN,NCOA1
JUN,NCOA3
JUN,NOTCH3
JUN,PITX1
JUN,RB1
JUN,KLF15
JUN,RB1CC1
JUN,PRAME
JUN,CDKN1A
JUN,PPM1D
JUN,P2RX6
JUN,LHX2
JUN,ESM1
JUN,ADH1B
JUN,COL4A2
JUN,CSAG1
JUN,ITIH2
JUN,ANLN
JUN,RBP4
JUN,TNNI3
JUN,AOC3
JUN,RECQL5
JUN,WNT10B
JUN,PRG4
JUN,G0S2
JUN,EGFR
JUN,HSPB6
JUN,HPD
JUN,OXTR
JUN,CCND1
JUN,TNXB
JUN,WNT1
JUN,WNT11
JUN,CA4
JUN,RTBDN
JUN,WNT10A
JUN,VIT
JUN,SLC22A18
JUN,RTN4RL1
JUN,PENK
JUN,NAT1
JUN,LRRN4CL
JUN,KY
JUN,IGF1
JUN,HRAS
JUN,GADD45B
JUN,BRAF
JUN,VGF
JUN,WNT5A
JUN,NUSAP1
JUN,RRM2
JUN,TOP2A
JUN,SLC6A4
JUN,HIST1H3H
JUN,CDK4
JUN,SHC1
JUN,KIF14
JUN,GJB2
JUN,GADD45A
JUN,FGF7
JUN,WNT2B
JUN,KRAS
JUN,FGF22
JUN,AP2B1
JUN,ITGA7
JUN,CCL7
JUN,DVL2
JUN,TEX19
JUN,CGA
JUN,MMP9
JUN,MMP1
JUN,MARCH4
JUN,SHC3
JUN,SLC24A2
JUN,SGK2
JUN,MMP13
JUN,HIST1H3G
JUN,FGF16
JUN,CHRNA9
JUN,ADRA1A
JUN,NRAS
JUN,DQX1
JUN,TMEM151A
JUN,PI16
JUN,CST4
JUN,CST1
JUN,IBSP
JUND,MAX
JUND,MEF2C
JUND,MXI1
JUND,MYC
JUND,ATF3
JUND,NFE2
JUND,NFKB1
JUND,ZBTB7A
JUND,POU2F2
JUND,PRDM1
JUND,SMARCB1
JUND,SP1
JUND,SPI1
JUND,BRCA1
JUND,SREBF1
JUND,SREBF2
JUND,SRF
JUND,STAT1
JUND,STAT3
JUND,TAL1
JUND,TBP
JUND,TCF12
JUND,TFAP2A
JUND,TFAP2C
JUND,FOSL1
JUND,BHLHE40
JUND,CCNT2
JUND,HMGN3
JUND,STAT5A
JUND,PPARG
JUND,SMAD4
JUND,SMAD3
JUND,POU2F1
JUND,MYB
JUND,EGR3
JUND,ATF4
JUND,ATF2
JUND,ATF1
JUND,TOPORS
JUND,TFAP4
JUND,TCF3
JUND,SOX9
JUND,SOS2
JUND,PAX2
JUND,NR2F1
JUND,NFE2L1
JUND,CLEC5A
JUND,MAPK3
JUND,MAPK1
JUND,LMO2
JUND,KLF12
JUND,HLF
JUND,FOXO3
JUND,FOSB
JUND,ESR2
JUND,DDIT3
JUND,CDC5L
JUND,BACH1
JUND,ATF7
JUND,ATF6
JUND,ATF5
JUND,GATA4
JUND,NOTCH3
JUND,KLF15
JUND,RB1CC1
JUND,PRAME
JUND,CDKN1A
JUND,GNAZ
JUND,DLK1
JUND,ADH1B
JUND,COL4A2
JUND,CSAG1
JUND,EPO
JUND,FZD2
JUND,MYEOV
JUND,APOB
JUND,ITIH2
JUND,MAGEA2
JUND,MAGEA3
JUND,MAGEC2
JUND,FXYD1
JUND,RBP4
JUND,TNNI3
JUND,AOC3
JUND,WNT10B
JUND,PTEN
JUND,MMP10
JUND,HSPB6
JUND,CCND1
JUND,TNXB
JUND,WNT1
JUND,WNT11
JUND,CA4
JUND,VIT
JUND,SLC22A18
JUND,SHC4
JUND,RTN4RL1
JUND,NQO2
JUND,LRRN4CL
JUND,KY
JUND,HIST1H2AM
JUND,GADD45B
JUND,BRAF
JUND,HIST1H2BO
JUND,VGF
JUND,NUSAP1
JUND,PRC1
JUND,NEK2
JUND,GMPS
JUND,KIF14
JUND,GADD45A
JUND,WNT2B
JUND,AP2B1
JUND,ITGA7
JUND,PCK1
JUND,DVL2
JUND,TEX19
JUND,ERBB2
JUND,MMP9
JUND,SHC3
JUND,SLC24A2
JUND,SGK2
JUND,FGF16
JUND,ADRA1A
MAX,MEF2A
MAX,MXI1
MAX,MYC
MAX,NFYB
MAX,NRF1
MAX,POU2F2
MAX,RFX5
MAX,SPI1
MAX,BRCA1
MAX,SREBF1
MAX,STAT1
MAX,STAT3
MAX,TAF1
MAX,TBP
MAX,ZEB1
MAX,TCF12
MAX,USF1
MAX,XRCC4
MAX,MAFK
MAX,FOSL1
MAX,BHLHE40
MAX,CCNT2
MAX,SMC3
MAX,BCLAF1
MAX,STAT5A
MAX,ELK1
MAX,STAT6
MAX,SMAD4
MAX,SMAD3
MAX,NFIC
MAX,LEF1
MAX,HNF1A
MAX,EGR2
MAX,CEBPA
MAX,ATF4
MAX,XBP1
MAX,WT1
MAX,TOPORS
MAX,TGIF1
MAX,TFAP4
MAX,RREB1
MAX,POU3F2
MAX,POU3F1
MAX,PAX2
MAX,NR2F2
MAX,NFIL3
MAX,NFE2L1
MAX,MZF1
MAX,MIF
MAX,MAPK3
MAX,MAPK1
MAX,LMO2
MAX,JUNB
MAX,HOXA9
MAX,HLF
MAX,FOXO4
MAX,FOXO3
MAX,FOXJ2
MAX,E2F5
MAX,E2F3
MAX,DDIT3
MAX,CUX1
MAX,BRCA2
MAX,BPTF
MAX,BBC3
MAX,BACH2
MAX,BACH1
MAX,ATF7
MAX,ATF6
MAX,ARNT
MAX,ALX1
MAX,AHR
MAX,FOXM1
MAX,GATA5
MAX,HES1
MAX,HIF3A
MAX,INSM1
MAX,E2F8
MAX,KLF15
MAX,UHRF1
MAX,CEACAM5
MAX,PRAME
MAX,ALDH4A1
MAX,DLK1
MAX,NMU
MAX,COL4A2
MAX,EPO
MAX,HEPACAM
MAX,FGF21
MAX,MYEOV
MAX,CXCL2
MAX,ITIH2
MAX,MSH2
MAX,MAGEC2
MAX,FXYD1
MAX,ANLN
MAX,RBP4
MAX,TNNI3
MAX,AOC3
MAX,ZIC5
MAX,PTEN
MAX,KCNJ3
MAX,GBX2
MAX,GADD45G
MAX,G0S2
MAX,CASP14
MAX,PLK1
MAX,CDK6
MAX,HSPB6
MAX,HPD
MAX,KCNH1
MAX,BAX
MAX,CCND1
MAX,TNXB
MAX,WNT7A
MAX,WNT11
MAX,CDC73
MAX,DGAT2
MAX,WNT3
MAX,WNT10A
MAX,SLC2A4
MAX,RTN4RL1
MAX,RAD54L
MAX,MLXIPL
MAX,HRAS
MAX,GRM4
MAX,GADD45B
MAX,FGF8
MAX,FGF5
MAX,DLL3
MAX,ACTL8
MAX,NXPH1
MAX,VGF
MAX,RFC4
MAX,RRM2
MAX,CCNE2
MAX,IGF1R
MAX,RUNDC1
MAX,RASSF7
MAX,PALB2
MAX,OXCT1
MAX,NOTCH1
MAX,KCNJ16
MAX,HOXC12
MAX,HBA2
MAX,GMPS
MAX,FZD9
MAX,FANCC
MAX,DLL4
MAX,CENPF
MAX,CDK4
MAX,UBE2C
MAX,SHC1
MAX,XRCC2
MAX,HMMR
MAX,PMS2
MAX,PIK3R3
MAX,MS4A15
MAX,TFR2
MAX,GPAM
MAX,DVL1
MAX,KREMEN2
MAX,WNT2B
MAX,SYT5
MAX,MTDH
MAX,IGFBP6
MAX,FZD7
MAX,DES
MAX,AXIN1
MAX,AP2B1
MAX,ITGA7
MAX,RDH5
MAX,DVL2
MAX,CASP8
MAX,MTOR
MAX,XRCC3
MAX,SHC3
MAX,S100P
MAX,CHRNA9
MAX,NRAS
MAX,FRAT2
MAX,DQX1
MAX,HBA1
MAX,SPDYC
MAX,GPD1
MAX,FHL1
MAX,TMEM151A
MAX,GPR180
MAX,UCHL5
MAX,PCOLCE2
MAX,MUC2
MAX,MSLN
MAX,HBG2
MAX,GLP2R
MAX,GAL3ST2
MAX,FGF9
MAX,FGF6
MAX,DEPDC1
MAX,CAMP
MEF2A,MEF2C
MEF2A,MXI1
MEF2A,NRF1
MEF2A,PBX3
MEF2A,POU2F2
MEF2A,BRF2
MEF2A,PRDM1
MEF2A,SP1
MEF2A,BRCA1
MEF2A,SRF
MEF2A,TCF4
MEF2A,TFAP2A
MEF2A,TFAP2C
MEF2A,ZNF143
MEF2A,BHLHE40
MEF2A,BCLAF1
MEF2A,STAT4
MEF2A,SMAD4
MEF2A,POU2F1
MEF2A,PAX6
MEF2A,EGR2
MEF2A,TGIF1
MEF2A,RXRG
MEF2A,RREB1
MEF2A,NR2F2
MEF2A,MEIS1
MEF2A,HOXA9
MEF2A,DDIT3
MEF2A,CUX1
MEF2A,CTNNB1
MEF2A,ATF7
MEF2A,ASCL1
MEF2A,NCOA3
MEF2A,SMYD1
MEF2A,CEACAM5
MEF2A,CEACAM6
MEF2A,ALDH4A1
MEF2A,GNAZ
MEF2A,PPM1D
MEF2A,TNNI3
MEF2A,RECQL5
MEF2A,WNT10B
MEF2A,INHBA
MEF2A,GBX2
MEF2A,G0S2
MEF2A,EGFR
MEF2A,CASP14
MEF2A,IGFL3
MEF2A,MMP10
MEF2A,RPS6KB1
MEF2A,DLK2
MEF2A,HAPLN1
MEF2A,RTBDN
MEF2A,WNT16
MEF2A,SLC2A4
MEF2A,PYGM
MEF2A,PIK3R1
MEF2A,DUSP13
MEF2A,CSMD3
MEF2A,ABCD2
MEF2A,HIST1H2BO
MEF2A,FEZF2
MEF2A,RUNDC1
MEF2A,HIST1H3H
MEF2A,FZD10
MEF2A,KIF20A
MEF2A,CEP55
MEF2A,WNT2B
MEF2A,DES
MEF2A,ITGA7
MEF2A,TNNT3
MEF2A,AXIN2
MEF2A,SLC24A2
MEF2A,CD36
MEF2A,IL17B
MEF2A,ABCB5
MEF2A,TRDN
MEF2A,TRPM3
MEF2A,NDST4
MEF2A,MYOM1
MEF2A,LRRC15
MEF2A,LRP5
MEF2A,KLHL31
MEF2A,GLRA4
MEF2A,GABRA4
MEF2A,FBXO40
MEF2C,BCL11A
MEF2C,POU2F2
MEF2C,POU5F1
MEF2C,SP1
MEF2C,SPI1
MEF2C,USF1
MEF2C,NANOG
MEF2C,BHLHE40
MEF2C,STAT5A
MEF2C,CREB1
MEF2C,POU2F1
MEF2C,PAX6
MEF2C,EGR2
MEF2C,ATF2
MEF2C,TGIF1
MEF2C,TFAP4
MEF2C,TCF3
MEF2C,POU3F3
MEF2C,POU3F2
MEF2C,POU3F1
MEF2C,PBX1
MEF2C,NKX2-2
MEF2C,KLF12
MEF2C,HLF
MEF2C,FOXJ2
MEF2C,CUX1
MEF2C,CDC5L
MEF2C,BPTF
MEF2C,ASCL1
MEF2C,GATA4
MEF2C,CEACAM5
MEF2C,RECQL5
MEF2C,IGFL3
MEF2C,MMP10
MEF2C,ABCD2
MEF2C,NOTCH1
MXI1,MYC
MXI1,NFE2
MXI1,NRF1
MXI1,PAX5
MXI1,RFX5
MXI1,SP1
MXI1,SPI1
MXI1,BRCA1
MXI1,SREBF1
MXI1,STAT3
MXI1,TAF1
MXI1,TCF12
MXI1,MAFK
MXI1,BHLHE40
MXI1,SMC3
MXI1,STAT5A
MXI1,ELK1
MXI1,SMAD3
MXI1,NFIC
MXI1,LEF1
MXI1,E2F2
MXI1,CEBPA
MXI1,ATF2
MXI1,ATF1
MXI1,ZBTB6
MXI1,XBP1
MXI1,TFAP4
MXI1,TCF3
MXI1,RFX1
MXI1,POU3F1
MXI1,PATZ1
MXI1,NR2F2
MXI1,NR2F1
MXI1,NFIL3
MXI1,MZF1
MXI1,MIF
MXI1,MAPK1
MXI1,JUNB
MXI1,HLF
MXI1,FOXO4
MXI1,FOXO3B
MXI1,FOXO3
MXI1,FOXO1
MXI1,FOXJ2
MXI1,FOXF2
MXI1,FOXD1
MXI1,FOXC1
MXI1,E2F3
MXI1,CUX1
MXI1,BPTF
MXI1,BBC3
MXI1,ATF6
MXI1,ARNT
MXI1,ALX1
MXI1,AHR
MXI1,HES1
MXI1,HIF3A
MXI1,UHRF1
MXI1,PRAME
MXI1,P2RX6
MXI1,EPO
MXI1,TNNI3
MXI1,AOC3
MXI1,WNT10B
MXI1,GADD45G
MXI1,G0S2
MXI1,PLK1
MXI1,CDK6
MXI1,HPD
MXI1,PHB
MXI1,CCND1
MXI1,CDC73
MXI1,DGAT2
MXI1,SLC2A4
MXI1,RAD54L
MXI1,MLXIPL
MXI1,HRAS
MXI1,GADD45B
MXI1,FGF8
MXI1,DLL3
MXI1,ACTL8
MXI1,RFC4
MXI1,RRM2
MXI1,CCNE2
MXI1,IGF1R
MXI1,CDCA7
MXI1,RUNDC1
MXI1,RASSF7
MXI1,NOTCH1
MXI1,HBA2
MXI1,DLL4
MXI1,CENPF
MXI1,CDK4
MXI1,UBE2C
MXI1,KIF18B
MXI1,SHC1
MXI1,PDE3B
MXI1,PMS2
MXI1,PIK3R3
MXI1,MS4A15
MXI1,TFR2
MXI1,KREMEN2
MXI1,WNT2B
MXI1,SYT5
MXI1,AXIN1
MXI1,ITGA7
MXI1,AXIN2
MXI1,DVL2
MXI1,CASP8
MXI1,XRCC3
MXI1,S100P
MXI1,NRAS
MXI1,EPB42
MXI1,HBA1
MXI1,TMEM151A
MXI1,UCHL5
MXI1,PCOLCE2
MXI1,MUC2
MXI1,GAL3ST2
MXI1,CAMP
MXI1,CDC20B
MYC,ATF3
MYC,NFE2
MYC,NFKB1
MYC,NFYB
MYC,ZBTB7A
MYC,POU2F2
MYC,BDP1
MYC,WRNIP1
MYC,RAD21
MYC,RFX5
MYC,BCL3
MYC,RXRA
MYC,PRDM1
MYC,SMARCA4
MYC,SMARCB1
MYC,SP1
MYC,SPI1
MYC,BRCA1
MYC,STAT1
MYC,STAT2
MYC,STAT3
MYC,TAL1
MYC,TBP
MYC,TCF4
MYC,TCF12
MYC,TFAP2A
MYC,XRCC4
MYC,YY1
MYC,FOSL1
MYC,BHLHE40
MYC,CCNT2
MYC,SMC3
MYC,TP53
MYC,STAT5A
MYC,RELA
MYC,PPARG
MYC,ELK1
MYC,CREB1
MYC,STAT6
MYC,STAT4
MYC,SMAD4
MYC,SMAD3
MYC,POU2F1
MYC,NFIC
MYC,MYB
MYC,LEF1
MYC,HNF1A
MYC,EGR3
MYC,EGR2
MYC,E2F2
MYC,CEBPA
MYC,ATF4
MYC,ATF1
MYC,AR
MYC,XBP1
MYC,WT1
MYC,TLX1
MYC,TFAP4
MYC,TCF7L2
MYC,TCF7L1
MYC,TCF7
MYC,TCF3
MYC,SOS2
MYC,SOS1
MYC,RFX1
MYC,POU3F2
MYC,PGR
MYC,PAX2
MYC,PATZ1
MYC,NR2F2
MYC,NFYC
MYC,NFIL3
MYC,MZF1
MYC,MYBL2
MYC,MIF
