V1,V2
EGR1,GADD45B
EGR1,DUSP13
EGR1,CNN1
EGR1,CFD
EGR1,BRAF
EGR1,VGF
EGR1,WNT5A
EGR1,MSH6
EGR1,PKMYT1
EGR1,IGF1R
EGR1,RET
EGR1,RASSF7
EGR1,KLK3
EGR1,KIF2C
EGR1,FZD9
EGR1,FANCC
EGR1,CDK4
EGR1,AKT2
EGR1,DVL1
EGR1,KREMEN2
EGR1,WNT2B
EGR1,TNFSF11
EGR1,SYT5
EGR1,MTDH
EGR1,KRAS
EGR1,KISS1R
EGR1,ITPKA
EGR1,IGFBP6
EGR1,HTR1D
EGR1,GRB2
EGR1,GLYAT
EGR1,GABRD
EGR1,FZD7
EGR1,FZD5
EGR1,FLT1
EGR1,FGF22
EGR1,FGF2
EGR1,DLGAP5
EGR1,DES
EGR1,CSNK1A1
EGR1,CPLX2
EGR1,CIDEA
EGR1,AXIN1
EGR1,AP2B1
EGR1,AKT1
EGR1,CYP2B6
ELF1,HNF4A
ELF1,JUN
ELF1,NFKB1
ELF1,NFYB
ELF1,POU2F2
ELF1,POU5F1
ELF1,SP1
ELF1,SPI1
ELF1,TBP
ELF1,REL
ELF1,POU2F1
ELF1,HNF1A
ELF1,XBP1
ELF1,POU3F3
ELF1,POU3F2
ELF1,POU3F1
ELF1,NR2F1
ELF1,MEIS1
ELF1,LMO2
ELF1,DDIT3
ELF1,BRCA2
ELF1,ATF6
ELF1,RB1
ELF1,PRAME
ELF1,KIF14
ELF1,ERBB2
ELK4,FOS
ELK4,GABPA
ELK4,GATA1
ELK4,IRF3
ELK4,SIRT6
ELK4,BRCA1
ELK4,SRF
ELK4,NR2C2
ELK4,ELK1
ELK4,EGR2
ELK4,AR
ELK4,MAPK3
ELK4,MAPK1
ELK4,JUNB
ELK4,SHC1
EP300,ESR1
EP300,ETS1
EP300,HEY1
EP300,FOS
EP300,GABPA
EP300,GATA1
EP300,GATA3
EP300,KAT2A
EP300,GTF2B
EP300,HDAC2
EP300,FOXA2
EP300,HNF4A
EP300,IRF1
EP300,IRF3
EP300,IRF4
EP300,JUN
EP300,MEF2A
EP300,MEF2C
EP300,MYC
EP300,NFE2
EP300,NFKB1
EP300,NFYB
EP300,POU2F2
EP300,REST
EP300,SMARCC1
EP300,SP1
EP300,SPI1
EP300,BRCA1
EP300,SREBF2
EP300,STAT1
EP300,STAT2
EP300,STAT3
EP300,TAL1
EP300,TCF4
EP300,ZEB1
EP300,TCF12
EP300,TFAP2A
EP300,TFAP2C
EP300,USF2
EP300,YY1
EP300,BHLHE40
EP300,SMC3
EP300,TP53
EP300,STAT5A
EP300,RELA
EP300,PPARG
EP300,ELK1
EP300,CREB1
EP300,STAT6
EP300,STAT4
EP300,SMAD4
EP300,SMAD3
EP300,RORA
EP300,POU2F1
EP300,PAX6
EP300,MYB
EP300,LEF1
EP300,HNF1A
EP300,EGR2
EP300,CEBPA
EP300,ATF4
EP300,ATF2
EP300,AR
EP300,WT1
EP300,TCF7L2
EP300,TCF7L1
EP300,TCF7
EP300,TCF3
EP300,SOX9
EP300,RREB1
EP300,POU3F2
EP300,PATZ1
EP300,NR2F2
EP300,NR2F1
EP300,NFIL3
EP300,MZF1
EP300,MYBL2
EP300,MIF
EP300,MAPK1
EP300,LMO2
EP300,IRF7
EP300,HLF
EP300,FOXO4
EP300,FOXO3
EP300,E2F5
EP300,E2F3
EP300,CTNNB1
EP300,CREBBP
EP300,BBC3
EP300,ARNT
EP300,ALX1
EP300,AHR
EP300,ASCL1
EP300,BRIP1
EP300,GATA4
EP300,GATA5
EP300,HDAC1
EP300,HES1
EP300,HEYL
EP300,HIF3A
EP300,NCOA1
EP300,NCOA3
EP300,NOTCH3
EP300,RAD51
EP300,RB1
EP300,CEACAM5
EP300,CES1
EP300,PRAME
EP300,ALDH4A1
EP300,FRAT1
EP300,CDKN1A
EP300,APC2
EP300,GNAZ
EP300,PPM1D
EP300,DLK1
EP300,NMU
EP300,ESM1
EP300,COL4A2
EP300,CSAG1
EP300,EPO
EP300,HEPACAM
EP300,FZD2
EP300,FGF21
EP300,MYEOV
EP300,CXCL2
EP300,APOB
EP300,ITIH2
EP300,MAGEA2
EP300,MAGEA3
EP300,MAGEB2
EP300,MSH2
EP300,MAGEC2
EP300,FXYD1
EP300,BUB1
EP300,TNNI3
EP300,CDC42BPA
EP300,AOC3
EP300,RECQL5
EP300,PRG4
EP300,NNAT
EP300,G0S2
EP300,A2ML1
EP300,CASP14
EP300,IGFL3
EP300,MMP10
EP300,RPS6KB1
EP300,DLK2
EP300,CDK6
EP300,COMP
EP300,HAPLN1
EP300,HPD
EP300,NBN
EP300,OXTR
EP300,DTL
EP300,MAP2K1
EP300,BAX
EP300,CCND1
EP300,WNT7A
EP300,CA9
EP300,CDC73
EP300,RTBDN
EP300,VIT
EP300,SLC22A18
EP300,NQO2
EP300,NPR1
EP300,IGF1
EP300,HIST1H2AM
EP300,HCN2
EP300,GFAP
EP300,FLT4
EP300,CNN1
EP300,ABCD2
EP300,HIST1H2BO
EP300,MSH6
EP300,NUSAP1
EP300,NOTCH1
EP300,KLK3
EP300,KIF2C
EP300,HIST1H3H
EP300,GMPS
EP300,DLL4
EP300,UBE2C
EP300,SHC1
EP300,PIK3R3
EP300,KREMEN2
EP300,TNFSF11
EP300,ITPKA
EP300,IGFBP6
EP300,DES
EP300,AKT1
EP300,BTNL9
EP300,ECT2
EP300,FGFR1
EP300,PYDC1
EP300,ITGA7
EP300,MAGEA6
EP300,PCK1
EP300,RDH5
EP300,CCL7
EP300,TNNT3
EP300,AXIN2
EP300,KRT37
EP300,B3GALT1
EP300,HS3ST4
EP300,CDH1
EP300,SHC2
EP300,DVL2
EP300,ERBB2
EP300,MMP9
ESR1,ESRRA
ESR1,FOS
ESR1,GATA3
ESR1,NR3C1
ESR1,GTF2B
ESR1,FOXA1
ESR1,HNF4A
ESR1,IRF1
ESR1,IRF4
ESR1,JUN
ESR1,JUND
ESR1,MEF2A
ESR1,MEF2C
ESR1,MYC
ESR1,NFKB1
ESR1,NRF1
ESR1,RXRA
ESR1,SMARCA4
ESR1,SMARCC2
ESR1,SP1
ESR1,BRCA1
ESR1,SREBF1
ESR1,TBP
ESR1,ZEB1
ESR1,TFAP2A
ESR1,TFAP2C
ESR1,NR2C2
ESR1,USF1
ESR1,USF2
ESR1,TP53
ESR1,STAT5A
ESR1,RELA
ESR1,PPARG
ESR1,SMAD4
ESR1,SMAD3
ESR1,REL
ESR1,POU2F1
ESR1,MYB
ESR1,LEF1
ESR1,EGR2
ESR1,AR
ESR1,XBP1
ESR1,TCF3
ESR1,SOS1
ESR1,PGR
ESR1,NR2F2
ESR1,NR2F1
ESR1,MAPK3
ESR1,MAPK1
ESR1,JUNB
ESR1,FOXO4
ESR1,FOXO3
ESR1,FOXO1
ESR1,FOXJ2
ESR1,FOXF2
ESR1,FOXD1
ESR1,FOXC1
ESR1,ESR2
ESR1,CTNNB1
ESR1,CREBBP
ESR1,BRCA2
ESR1,ATF6
ESR1,ARNT
ESR1,ALX1
ESR1,AHR
ESR1,BARD1
ESR1,HDAC1
ESR1,HES1
ESR1,NCOA1
ESR1,NCOA3
ESR1,TLX3
ESR1,EGF
ESR1,KLF15
ESR1,CDKN1A
ESR1,MYEOV
ESR1,AOC3
ESR1,GADD45G
ESR1,G0S2
ESR1,EGFR
ESR1,CCND1
ESR1,WNT7A
ESR1,WNT11
ESR1,WNT10A
ESR1,PIK3R1
ESR1,PIK3CA
ESR1,IGF1
ESR1,HCN2
ESR1,GADD45B
ESR1,CRHBP
ESR1,ACVR1C
ESR1,IGF1R
ESR1,RET
ESR1,LPL
ESR1,CDK4
ESR1,AKT2
ESR1,SHC1
ESR1,GADD45A
ESR1,PIK3R3
ESR1,GRB2
ESR1,FLT1
ESR1,AKT1
ESR1,TNNT3
ESR1,KRT37
ESR1,CDH1
ESR1,TEX19
ESR1,MSMB
ESR1,MS4A7
ESR1,TMEM145
ESR1,TIMP4
ESR1,SCT
ESR1,HES5
ESR1,CYP1A1
ESR1,CGA
ESR1,ASPA
ESR1,ERBB2
ESR1,KIF1A
ESR1,MMP13
ESR1,DCT
ESR1,PLAC1
ESRRA,GATA1
ESRRA,GTF2B
ESRRA,HNF4A
ESRRA,MAX
ESRRA,MXI1
ESRRA,MYC
ESRRA,PAX5
ESRRA,POU2F2
ESRRA,POU5F1
ESRRA,RXRA
ESRRA,TFAP2A
ESRRA,TFAP2C
ESRRA,USF1
ESRRA,PPARG
ESRRA,POU2F1
ESRRA,EGR3
ESRRA,EGR2
ESRRA,POU3F3
ESRRA,POU3F2
ESRRA,POU3F1
ESRRA,NR2F1
ESRRA,CLEC5A
ESRRA,ARNT
ESRRA,AHR
ESRRA,NCOA1
ESRRA,NCOA3
ETS1,FOS
ETS1,GABPA
ETS1,ZZZ3
ETS1,GATA1
ETS1,GATA3
ETS1,NR3C1
ETS1,JUN
ETS1,MYC
ETS1,NFKB1
ETS1,PAX5
ETS1,POU2F2
ETS1,SP1
ETS1,BRCA1
ETS1,TFAP2A
ETS1,FOSL1
ETS1,TP53
ETS1,STAT6
ETS1,SMAD4
ETS1,SMAD3
ETS1,POU2F1
ETS1,PAX6
ETS1,MYB
ETS1,E2F2
ETS1,AR
ETS1,WT1
ETS1,TCF3
ETS1,PAX2
ETS1,MEIS1
ETS1,MAPK3
ETS1,MAPK1
ETS1,FOXD1
ETS1,E2F7
ETS1,E2F5
ETS1,E2F3
ETS1,CUX1
ETS1,CREBBP
ETS1,CDC5L
ETS1,BRCA2
ETS1,BACH1
ETS1,CEACAM5
ETS1,PRAME
ETS1,CEACAM6
ETS1,MAP2K2
ETS1,CDKN1A
ETS1,P2RX6
ETS1,AOC3
ETS1,NNAT
ETS1,MMP10
ETS1,BAX
ETS1,CCND1
ETS1,CA9
ETS1,HIST1H2AM
ETS1,HIST1H2BO
ETS1,CDK4
ETS1,FLT1
ETS1,CCL7
ETS1,ERBB2
ETS1,MMP9
ETS1,MMP1
ETS1,MAGEA4
ETS1,KIT
ETS1,JAG2
ETS1,CSN2
ETS1,CASP8
ETS1,MMP13
HEY1,GATA1
HEY1,JUN
HEY1,NFYA
HEY1,NFYB
HEY1,SP1
HEY1,BRCA1
HEY1,SRF
HEY1,STAT1
HEY1,TAF7
HEY1,TCF12
HEY1,TFAP2A
HEY1,TFAP2C
HEY1,STAT5A
HEY1,SMAD3
HEY1,NFIC
HEY1,HNF1A
HEY1,NR2F2
HEY1,NFYC
HEY1,ARNT
HEY1,GATA4
HEY1,CES1
HEY1,DLK1
HEY1,COL4A2
HEY1,CSAG1
HEY1,EPO
HEY1,HEPACAM
HEY1,FGF21
HEY1,MYEOV
HEY1,MAGEA2
HEY1,MAGEA3
HEY1,MAGEB2
HEY1,FXYD1
HEY1,BUB1
HEY1,RECQL5
HEY1,HSPB6
HEY1,RTBDN
SUZ12,GATA2
SUZ12,GATA3
SUZ12,FOXA1
SUZ12,FOXA2
SUZ12,NFYA
SUZ12,PAX5
SUZ12,TAL1
SUZ12,TFAP2A
SUZ12,PAX6
SUZ12,NFIC
SUZ12,EGR3
SUZ12,E2F2
SUZ12,WT1
SUZ12,VSX2
SUZ12,TLX1
SUZ12,POU3F3
SUZ12,POU3F2
SUZ12,PAX2
SUZ12,NR2F2
SUZ12,NR2F1
SUZ12,NKX2-2
SUZ12,HOXB13
SUZ12,HOXA9
SUZ12,FOXF2
SUZ12,FOXC1
SUZ12,E2F3
SUZ12,ASCL1
SUZ12,GATA4
SUZ12,PITX1
SUZ12,SIX3
SUZ12,TLX3
SUZ12,FOXJ1
SUZ12,LHX2
SUZ12,WNT10B
SUZ12,PAX7
SUZ12,GBX2
SUZ12,COMP
SUZ12,WNT1
SUZ12,WNT7B
SUZ12,WNT10A
SUZ12,LHX1
SUZ12,EMX1
SUZ12,NXPH1
SUZ12,FEZF2
SUZ12,HOXC12
SUZ12,ITPKA
FOS,FOSL2
FOS,SIN3A
FOS,GATA1
FOS,GATA2
FOS,GATA3
FOS,KAT2A
FOS,FOXA1
FOS,FOXA2
FOS,HNF4A
FOS,IRF4
FOS,JUN
FOS,JUND
FOS,MAX
FOS,MEF2A
FOS,MYC
FOS,ATF3
FOS,NFKB1
FOS,NFYB
FOS,ZBTB7A
FOS,BCL3
FOS,SMARCA4
FOS,SMARCB1
FOS,SP1
FOS,SP2
FOS,SPI1
FOS,BRCA1
FOS,SREBF1
FOS,SRF
FOS,STAT1
FOS,STAT3
FOS,TAF1
FOS,TAF7
FOS,TBP
FOS,USF2
FOS,YY1
FOS,ZNF143
FOS,MAFK
FOS,FOSL1
FOS,BHLHE40
FOS,TP53
FOS,RELA
FOS,PPARG
FOS,ELK1
FOS,CREB1
FOS,STAT6
FOS,SMAD4
FOS,SMAD3
FOS,POU2F1
FOS,NFIC
FOS,HNF1A
FOS,EGR2
FOS,ATF2
FOS,ATF1
FOS,XBP1
FOS,TOPORS
FOS,TGIF1
FOS,TFAP4
FOS,TCF3
FOS,SOX9
FOS,SOS2
FOS,RFX1
FOS,PGR
FOS,NFYC
FOS,NFE2L1
FOS,MEIS1
FOS,MAPK3
FOS,MAPK1
FOS,KLF12
FOS,JUNB
FOS,HLF
FOS,FOXJ2
FOS,ESR2
FOS,DDIT3
FOS,BACH2
FOS,BACH1
FOS,ATF7
FOS,ARNT
FOS,AHR
FOS,GATA4
FOS,HDAC1
FOS,NCOA1
FOS,NOTCH3
FOS,RB1
FOS,KLF15
FOS,RB1CC1
FOS,CDKN1A
FOS,GNAZ
FOS,LHX2
FOS,ESM1
FOS,ADH1B
FOS,MYEOV
FOS,ITIH2
FOS,MAGEC2
FOS,RBP4
FOS,TNNI3
FOS,WNT10B
FOS,PRG4
FOS,CHEK2
FOS,HSPB6
FOS,OXTR
FOS,DTL
FOS,CCND1
FOS,TNXB
FOS,WNT1
FOS,WNT11
FOS,CA4
FOS,FAM83D
FOS,VIT
FOS,SLC22A18
FOS,SHC4
FOS,RTN4RL1
FOS,PENK
FOS,LRRN4CL
FOS,KY
FOS,HRAS
FOS,GADD45B
FOS,CNN1
FOS,CENPA
FOS,BRAF
FOS,VGF
FOS,TOP2A
FOS,RASSF7
FOS,NEK2
FOS,CDK4
FOS,KIF20A
FOS,UBE2C
FOS,SHC1
FOS,KIF14
FOS,GADD45A
FOS,WNT2B
FOS,KRAS
FOS,ITPKA
FOS,ITGA7
FOS,DVL2
FOS,TEX19
FOS,CGA
FOS,MMP9
FOS,MMP1
FOS,MTOR
FOS,IGFBP5
FOS,ARAF
FOS,MARCH4
FOS,XRCC3
FOS,SHC3
FOS,SLC24A2
FOS,SGK2
FOS,S100P
FOS,MMP13
FOS,KLKP1
FOS,HIST1H3G
FOS,FGF16
FOS,CHRNA9
FOS,ADRA1A
FOS,NRAS
FOSL2,GATA1
FOSL2,NR3C1
FOSL2,IRF1
FOSL2,JUN
FOSL2,JUND
FOSL2,MEF2A
FOSL2,NFE2
FOSL2,BRCA1
FOSL2,SREBF2
FOSL2,SRF
FOSL2,TFAP2A
FOSL2,TFAP2C
FOSL2,MAFK
FOSL2,FOSL1
FOSL2,PPARG
FOSL2,MYB
FOSL2,JUNB
FOSL2,FOXF2
FOSL2,HDAC1
FOSL2,APC2
FOSL2,DLK1
FOSL2,CSAG1
FOSL2,FZD2
FOSL2,MYEOV
FOSL2,MAGEA2
FOSL2,MAGEA3
FOSL2,NUSAP1
FOSL2,NEK2
FOSL2,GMPS
FOSL2,PCK1
FOSL2,IBSP
MAFF,JUN
MAFF,MAX
MAFF,MYC
MAFF,ATF3
MAFF,NFE2
MAFF,NRF1
MAFF,SP1
MAFF,BRCA1
MAFF,USF1
MAFF,STAT5A
MAFF,RELA
MAFF,CREB1
MAFF,ATF4
MAFF,ATF2
MAFF,ATF1
MAFF,NFE2L1
MAFF,FOXO4
MAFF,FOXO3B
MAFF,FOXO3
MAFF,FOXO1
MAFF,ATF7
MAFF,ATF6
MAFF,ATF5
MAFF,ARNT
MAFF,FRAT1
MAFF,DLK1
MAFF,CSAG1
MAFF,FZD2
MAFF,MYEOV
MAFF,MAGEA2
MAFF,MAGEA3
MAFF,OXTR
MAFF,PIK3R1
MAFF,NQO2
MAFF,MAGEA6
MAFF,ASPA
MAFF,SGK2
MAFF,FRAT2
MAFF,DEFB132
GABPA,SIN3A
GABPA,ZZZ3
GABPA,GATA2
GABPA,BRF1
GABPA,HSF1
GABPA,MXI1
GABPA,MYC
GABPA,SIRT6
GABPA,POU2F2
GABPA,BRF2
GABPA,WRNIP1
GABPA,RAD21
GABPA,REST
GABPA,SMARCA4
GABPA,SMARCC1
GABPA,SMARCC2
GABPA,SP1
GABPA,SP2
GABPA,SPI1
GABPA,BRCA1
GABPA,STAT1
GABPA,TAL1
GABPA,TBP
GABPA,USF1
GABPA,XRCC4
GABPA,YY1
GABPA,ZNF143
GABPA,BCLAF1
GABPA,STAT5A
GABPA,PPARG
GABPA,CREB1
GABPA,SMAD4
GABPA,POU2F1
GABPA,ATF4
GABPA,ATF1
GABPA,ZBTB6
GABPA,TOPORS
GABPA,TLX2
GABPA,PAX2
GABPA,PATZ1
GABPA,NKX2-2
GABPA,MZF1
GABPA,CLEC5A
GABPA,MAPK1
GABPA,HLF
GABPA,FOXO1
GABPA,CREBBP
GABPA,BACH1
GABPA,APC
GABPA,ATM
GABPA,NCOA3
GABPA,RAD51
GABPA,RB1
GABPA,CEACAM5
GABPA,PRAME
GABPA,CEACAM6
GABPA,THAP1
GABPA,CDC20
GABPA,NUF2
GABPA,DLK1
GABPA,P2RX6
GABPA,MAGEB2
GABPA,MSH2
GABPA,FXYD1
GABPA,AOC3
GABPA,EXT1
GABPA,FABP6
GABPA,COMP
GABPA,HPD
GABPA,OXTR
GABPA,PIK3R1
GABPA,MELK
GABPA,HRAS
GABPA,HJURP
GABPA,DUSP13
GABPA,RFC4
GABPA,RRM2
GABPA,PKMYT1
GABPA,RUNDC1
GABPA,KIF4A
GABPA,KIF2C
GABPA,FANCM
GABPA,CDK4
GABPA,KIF18B
GABPA,SKA1
GABPA,CEP55
GABPA,SHC1
GABPA,DIAPH3
GABPA,PMS2
GABPA,KISS1R
GABPA,GRB2
GABPA,DLGAP5
GABPA,CSNK1A1
GABPA,ERBB2
GABPA,CASP8
GABPA,MTOR
GABPA,KLKP1
GABPA,NRAS
GABPA,FAM180B
GABPA,TNNT1
GABPA,FRMD1
GABPA,DVL3
GABPA,DIO1
SIN3A,HDAC2
SIN3A,MXI1
SIN3A,NFKB1
SIN3A,NFYA
SIN3A,NFYB
SIN3A,PBX3
SIN3A,SMARCC1
SIN3A,SP1
SIN3A,SP2
SIN3A,SPI1
SIN3A,BRCA1
SIN3A,STAT1
SIN3A,TAL1
SIN3A,TFAP2A
SIN3A,TFAP2C
SIN3A,ZNF143
SIN3A,SETDB1
SIN3A,TP53
SIN3A,STAT5A
SIN3A,RELA
SIN3A,ELK1
SIN3A,CREB1
SIN3A,REL
SIN3A,NFKB2
SIN3A,EGR3
SIN3A,EGR2
SIN3A,CEBPA
SIN3A,TOPORS
SIN3A,TGIF1
SIN3A,TCF3
SIN3A,MAPK1
SIN3A,JUNB
SIN3A,FOXF2
SIN3A,FOXD1
SIN3A,E2F3
SIN3A,DDIT3
SIN3A,ASCL1
SIN3A,HDAC1
SIN3A,HEY2
SIN3A,RAD51
SIN3A,LIN28A
SIN3A,CEACAM5
SIN3A,PRAME
SIN3A,CEACAM6
SIN3A,P2RX6
SIN3A,CSAG1
SIN3A,MYEOV
SIN3A,MAGEA2
SIN3A,MAGEA3
SIN3A,PLK1
SIN3A,PHB
SIN3A,HIST1H2AM
SIN3A,HIST1H2BO
SIN3A,RRM2
SIN3A,KLK3
SIN3A,CKAP2L
ZZZ3,MAX
ZZZ3,MXI1
ZZZ3,MYC
ZZZ3,BRCA1
ZZZ3,TFAP2C
ZZZ3,USF1
ZZZ3,YY1
ZZZ3,TLX2
ZZZ3,NR2F1
ZZZ3,CLEC5A
GATA1,GATA2
GATA1,HDAC2
GATA1,FOXA1
GATA1,FOXA2
GATA1,HNF4A
GATA1,HNF4G
GATA1,JUN
GATA1,JUND
GATA1,MYC
GATA1,ATF3
GATA1,NFE2
GATA1,NFKB1
GATA1,SIRT6
GATA1,BCL11A
GATA1,RXRA
GATA1,PRDM1
GATA1,SP1
GATA1,SPI1
GATA1,BRCA1
GATA1,STAT3
GATA1,TAL1
GATA1,TCF4
GATA1,ZEB1
GATA1,TCF12
GATA1,SMC3
GATA1,TP53
GATA1,STAT5A
GATA1,PPARG
GATA1,RORA
GATA1,POU2F1
GATA1,PAX6
GATA1,MYB
GATA1,E2F2
GATA1,CEBPA
GATA1,WT1
GATA1,VSX2
GATA1,TOPORS
GATA1,TLX1
GATA1,TGIF1
GATA1,TFAP4
GATA1,RFX1
GATA1,NR2F2
GATA1,MYBL2
GATA1,MAPK3
GATA1,MAPK1
GATA1,LMO2
GATA1,JUNB
GATA1,HLF
GATA1,FOXO4
GATA1,FOXO3
GATA1,E2F7
GATA1,E2F5
GATA1,E2F3
GATA1,CREBBP
GATA1,BACH1
GATA1,ATM
GATA1,HES1
GATA1,MYT1
GATA1,CES1
GATA1,GNAZ
GATA1,P2RX6
GATA1,EPO
GATA1,FXYD1
GATA1,AOC3
GATA1,PTEN
GATA1,NNAT
GATA1,KCNJ3
GATA1,GBX2
GATA1,CELF3
GATA1,CDK6
GATA1,WNT1
GATA1,WNT11
GATA1,CA9
GATA1,WNT8A
GATA1,SORBS1
GATA1,MASP1
GATA1,HIST1H2AM
GATA1,GRIA2
GATA1,FZD4
GATA1,FGF8
GATA1,FGF1
GATA1,BMPR1B
GATA1,ABCA10
GATA1,HIST1H2BO
GATA1,CDCA7
GATA1,OXCT1
GATA1,HBA2
GATA1,DIAPH3
GATA1,TFR2
GATA1,FLT1
GATA1,AKT1
GATA1,NRAS
GATA1,EPB42
GATA1,HBB
GATA1,CD36
GATA1,DQX1
GATA1,VSTM2A
GATA1,PVALB
GATA1,PROK1
GATA1,PKHD1L1
GATA1,PKD1L2
GATA1,HPSE2
GATA1,FGF10
GATA1,HBA1
GATA1,HBG1
GATA1,ALAS2
GATA2,GATA3
GATA2,NR3C1
GATA2,JUN
GATA2,MAX
GATA2,MXI1
GATA2,MYC
GATA2,NFE2
GATA2,NFYA
GATA2,PAX5
GATA2,ZBTB7A
GATA2,SIRT6
GATA2,RXRA
GATA2,SPI1
GATA2,BRCA1
GATA2,STAT3
GATA2,ZEB1
GATA2,TCF12
GATA2,TFAP2A
GATA2,TFAP2C
GATA2,USF1
GATA2,NANOG
GATA2,TP53
GATA2,STAT5A
GATA2,PPARG
GATA2,CREB1
GATA2,MYB
GATA2,HNF1A
GATA2,EGR3
GATA2,CEBPA
GATA2,ATF2
GATA2,AR
GATA2,WT1
GATA2,RREB1
GATA2,RFX1
GATA2,NR2F2
GATA2,CLEC5A
GATA2,MAPK1
GATA2,LMO2
GATA2,HLF
GATA2,FOXO3
GATA2,HES1
GATA2,CES1
GATA2,PRAME
GATA2,GNAZ
GATA2,DLK1
GATA2,P2RX6
GATA2,ESM1
GATA2,COL4A2
GATA2,EPO
GATA2,HEPACAM
GATA2,CXCL2
GATA2,ITIH2
GATA2,FXYD1
GATA2,AOC3
GATA2,PTEN
GATA2,NNAT
GATA2,CDK6
GATA2,HPD
GATA2,WNT11
GATA2,PIK3CA
GATA2,MASP1
GATA2,OXCT1
GATA2,GADD45A
GATA2,AKT1
GATA2,DVL2
GATA2,MMP1
GATA2,IGFBP5
GATA2,EPB42
GATA2,PROK1
GATA2,HPSE2
GATA2,ANGPTL5
GATA2,MESTIT1
GATA2,ABCC13
GATA2,ADH1A
GATA3,IRF4
GATA3,JUN
GATA3,MEF2A
GATA3,MEF2C
GATA3,ATF3
GATA3,NFKB1
GATA3,PAX5
GATA3,SIRT6
GATA3,BCL11A
GATA3,POU2F2
GATA3,RAD21
GATA3,SP1
GATA3,SPI1
GATA3,SRF
GATA3,STAT1
GATA3,STAT2
GATA3,STAT3
GATA3,TAL1
GATA3,TBP
GATA3,ZEB1
GATA3,TCF12
GATA3,SMC3
GATA3,BCLAF1
GATA3,TP53
GATA3,RELA
GATA3,PPARG
GATA3,STAT4
GATA3,POU2F1
GATA3,MYB
GATA3,E2F2
GATA3,ATF4
GATA3,ATF2
GATA3,ATF1
GATA3,AR
GATA3,TCF7L2
GATA3,LMO2
GATA3,HOXA9
GATA3,FOXO4
GATA3,FOXO3
GATA3,FOXF2
GATA3,FOXD1
GATA3,FOXC1
GATA3,CUX1
GATA3,ATF7
GATA3,ATF6
GATA3,ATF5
GATA3,HES1
GATA3,EPO
GATA3,AOC3
GATA3,PTEN
GATA3,NNAT
GATA3,GADD45G
GATA3,CDK6
GATA3,WNT1
GATA3,WNT11
GATA3,PIK3R1
GATA3,MASP1
GATA3,OXCT1
GATA3,CDH1
GATA3,MS4A7
GATA3,MMP1
GATA3,DIO1
GATA3,DQX1
GATA3,PROK1
GATA3,HPSE2
GATA3,IL17B
KAT2A,MYC
KAT2A,NFYA
KAT2A,NFYB
KAT2A,SP1
KAT2A,TLX2
KAT2A,TFAP4
KAT2A,RFX1
KAT2A,NFYC
KAT2A,LMO2
KAT2A,JUNB
KAT2A,IRF7
KAT2A,CUX1
KAT2A,CREBBP
KAT2A,HIST1H2AM
KAT2A,HIST1H2BO
KAT2A,HIST1H3H
NR3C1,BRF1
NR3C1,JUN
NR3C1,ATF3
NR3C1,NFKB1
NR3C1,POU2F2
NR3C1,RAD21
NR3C1,BCL3
NR3C1,SMARCA4
NR3C1,SMARCB1
NR3C1,SMARCC1
NR3C1,SP1
NR3C1,SPI1
NR3C1,BRCA1
NR3C1,SRF
NR3C1,STAT1
NR3C1,STAT2
NR3C1,STAT3
NR3C1,TBP
NR3C1,TCF4
NR3C1,TFAP2A
NR3C1,TFAP2C
NR3C1,USF1
NR3C1,YY1
NR3C1,BHLHE40
NR3C1,TP53
NR3C1,STAT5A
NR3C1,RELA
NR3C1,ELK1
NR3C1,CREB1
NR3C1,SMAD3
NR3C1,POU2F1
NR3C1,NFKB2
NR3C1,NFIC
NR3C1,MYB
NR3C1,EGR3
NR3C1,EGR2
NR3C1,CEBPA
NR3C1,ATF4
NR3C1,ATF2
NR3C1,ATF1
NR3C1,AR
NR3C1,RREB1
NR3C1,PBX1
NR3C1,NR2F2
NR3C1,MAPK3
NR3C1,MAPK1
NR3C1,JUNB
NR3C1,FOXO3
NR3C1,FOXF2
NR3C1,CREBBP
NR3C1,BBC3
NR3C1,ATF7
NR3C1,ATF6
NR3C1,ATF5
NR3C1,ARNT
NR3C1,AHR
NR3C1,HES1
NR3C1,HIF3A
NR3C1,NCOA1
NR3C1,CDKN1A
NR3C1,MYEOV
NR3C1,CDK6
NR3C1,BAX
NR3C1,CCND1
NR3C1,TNXB
NR3C1,CA9
NR3C1,WNT10A
NR3C1,PPP2R2C
NR3C1,LRRN4CL
NR3C1,CSF3
NR3C1,FEZF2
NR3C1,PRC1
NR3C1,KIF4A
NR3C1,KCNJ16
NR3C1,FZD9
NR3C1,CDK4
NR3C1,CPLX2
NR3C1,DVL2
NR3C1,S100P
NR3C1,FGF16
NR3C1,CIDEC
NR3C1,FGF18
NR3C1,WNT6
NR3C1,EDN3
NR3C1,ABCB5
NR3C1,RAF1
GTF2B,GTF2F1
GTF2B,HSF1
GTF2B,JUN
GTF2B,JUND
GTF2B,MAX
GTF2B,MXI1
GTF2B,MYC
GTF2B,ATF3
GTF2B,POU2F2
GTF2B,BCL3
GTF2B,SMARCC2
GTF2B,SPI1
GTF2B,TAF1
GTF2B,TBP
GTF2B,USF1
GTF2B,BCLAF1
GTF2B,RELA
GTF2B,REL
GTF2B,POU2F1
GTF2B,ATF4
GTF2B,RFX1
